Sample	Gene	above20X
162256	TXLNGY	2.64
162256	POU1F1	17.25
162256	ABCA17P	13.83
162256	RNF212	90.25
162256	LINC00955	31.79
162256	NOP14-AS1	11.11
162256	EIF4E3	50.87
162256	ITGA3	97.15
162256	PEX10	97.54
162256	PEX12	66.75
162256	PEX6	100.00
162256	PEX7	28.07
162256	DARS	18.66
162256	PF4V1	92.46
162256	PEX13	62.14
162256	PEX14	100.00
162256	ZCCHC9	18.59
162256	DAZL	8.02
162256	PFAS	100.00
162256	CFP	100.00
162256	MRI1	96.29
162256	OR2G6	90.11
162256	LDOC1L	100.00
162256	ITGA2	15.00
162256	SEPT6	81.23
162256	DCUN1D5	12.09
162256	SYT3	98.48
162256	FBXW12	61.05
162256	C3orf38	39.70
162256	OR10A2	81.45
162256	CTSB	100.00
162256	ATP6AP2	16.53
162256	PDZK1IP1	100.00
162256	TRIM28	97.31
162256	PLXNC1	55.51
162256	AASS	26.83
162256	RASA4	3.53
162256	HNRNPA3P1	18.50
162256	MBNL2	82.49
162256	CEBPZ	17.32
162256	ABI2	25.21
162256	CCL20	25.98
162256	CCL21	100.00
162256	CCL22	100.00
162256	CCL16	55.21
162256	CCL17	100.00
162256	CCL18	100.00
162256	CCL19	100.00
162256	GLDN	85.64
162256	CCL24	100.00
162256	CTNND1	59.26
162256	LINC01281	0.00
162256	CTPS1	46.24
162256	TBC1D9	63.60
162256	KRT74	97.32
162256	TCP11X2	0.00
162256	CFAP43	13.61
162256	ALPK1	59.66
162256	RUNX1-IT1	16.65
162256	TM2D3	70.66
162256	CCDC92	100.00
162256	ARMC9	75.92
162256	NCOA7	32.99
162256	HINT3	35.22
162256	COQ10B	18.06
162256	NAA50	3.21
162256	MINCR	0.00
162256	LINC00412	0.00
162256	LRP4	100.00
162256	LRP2	68.21
162256	LRP3	100.00
162256	LRCH4	100.00
162256	LRP1	100.00
162256	LRMP	10.05
162256	LINCMD1	0.00
162256	TPTE2P6	0.00
162256	LINC01140	21.90
162256	KRT80	100.00
162256	LHFPL4	100.00
162256	KIF18B	100.00
162256	ODF3B	100.00
162256	PLCE1-AS2	0.00
162256	MIR3689D2	100.00
162256	FAM138E	0.00
162256	LINC00371	0.00
162256	CLEC7A	15.24
162256	ZFP57	88.85
162256	LAMP5-AS1	12.38
162256	KCNMA1-AS1	11.72
162256	MIR500B	0.00
162256	MIR2861	100.00
162256	MIR320E	100.00
162256	MIR3200	100.00
162256	MIR3065	100.00
162256	MIR4253	100.00
162256	MIR4283-1	0.00
162256	MIR3201	0.00
162256	MIR1302-11	0.00
162256	MIR3167	0.00
162256	COL4A2-AS2	68.03
162256	RNASE13	100.00
162256	MTUS1	58.85
162256	INTS2	13.32
162256	ZNF608	89.80
162256	MAVS	100.00
162256	AARS2	100.00
162256	MTA3	25.48
162256	NLGN4X	88.76
162256	KIAA1257	78.69
162256	EPHB3	99.58
162256	EPHB2	97.87
162256	MOB3B	95.59
162256	TLE6	100.00
162256	NKG7	100.00
162256	PTCD2	41.51
162256	EHMT1	99.26
162256	MMRN2	100.00
162256	NINJ1	100.00
162256	NINJ2	100.00
162256	EPHA4	65.47
162256	NIT1	73.38
162256	NHS	71.23
162256	NID1	93.12
162256	EPHB1	91.91
162256	EPHA8	96.90
162256	RBMXL3	100.00
162256	STT3A-AS1	35.54
162256	RIBC2	85.13
162256	NAT9	100.00
162256	ZNF337	92.29
162256	KIF26A	98.77
162256	ABCA12	25.22
162256	NOC2L	100.00
162256	RSL1D1	40.43
162256	GIMAP2	57.15
162256	RALGAPA1	3.30
162256	SNORA78	100.00
162256	SNORA81	0.00
162256	SNORA80A	100.00
162256	SNORA74B	100.00
162256	SNORA71D	100.00
162256	SNORA77	100.00
162256	SNORA50C	100.00
162256	SNORD1B	66.66
162256	SNORD1A	100.00
162256	ZSCAN25	100.00
162256	FAM200A	0.00
162256	ANKRD33	100.00
162256	RNF114	67.60
162256	KMT2E	36.53
162256	CMAS	31.62
162256	ZC4H2	68.14
162256	THSD1	91.22
162256	ZNF302	3.48
162256	ACSS2	82.52
162256	C20orf196	71.44
162256	BIN3	100.00
162256	ANGPTL8	100.00
162256	RXFP3	100.00
162256	SCAND1	100.00
162256	BFAR	63.87
162256	GOLM1	85.64
162256	ANKMY1	100.00
162256	CEND1	99.13
162256	COA4	100.00
162256	TLR7	34.32
162256	RASL12	93.06
162256	SCGB3A1	97.39
162256	TMEM129	100.00
162256	DHRS1	100.00
162256	IQCD	88.05
162256	KCND3-IT1	0.00
162256	RND1	100.00
162256	RBMXL2	100.00
162256	ALMS1-IT1	0.00
162256	TINAG	43.67
162256	USP17L12	0.00
162256	VENTX	85.25
162256	SRPX2	78.17
162256	TEKT2	100.00
162256	SULT1B1	0.00
162256	TTTY9B	0.00
162256	ARGFXP2	14.33
162256	VCX3B	17.34
162256	DPRXP4	65.33
162256	RBPMS-AS1	25.66
162256	KLKP1	14.12
162256	MTG1	100.00
162256	MITD1	18.42
162256	LYG1	75.43
162256	PLEKHA1	29.44
162256	PLEKHA2	85.60
162256	PRDM13	100.00
162256	PRDM12	90.20
162256	BACE1	99.63
162256	NTSR2	100.00
162256	RUSC1	100.00
162256	ST7-AS2	0.00
162256	FAM89B	98.00
162256	CBLC	100.00
162256	PRND	100.00
162256	SPO11	10.67
162256	EVL	90.22
162256	UBE2J1	26.90
162256	GPR89B	3.44
162256	SFMBT1	31.66
162256	MGAM	58.58
162256	EID2B	100.00
162256	ACTN4	100.00
162256	BOC	100.00
162256	FAAP20	95.56
162256	LINC01267	0.00
162256	C1orf50	59.23
162256	TMEM109	100.00
162256	FASTKD3	55.05
162256	PTENP1-AS	16.55
162256	KDELC1	33.04
162256	DCTPP1	100.00
162256	DSCC1	20.59
162256	C2orf49	53.45
162256	HAO1	57.83
162256	CYTL1	79.15
162256	WNT4	100.00
162256	GPD1	100.00
162256	GP1BB	100.00
162256	GP2	95.88
162256	SFN	100.00
162256	GP1BA	97.66
162256	GPC1	100.00
162256	GP5	100.00
162256	GP9	100.00
162256	PLA2G4B	100.00
162256	JMJD7	100.00
162256	EIF4G1	98.25
162256	EIF5	34.45
162256	EIF4G2	22.18
162256	EIF5A	80.99
162256	CASC23	0.00
162256	MRPL16	70.10
162256	SDHAF2	77.81
162256	SLC41A3	99.63
162256	LPCAT2	10.19
162256	LINC01521	25.45
162256	FAM206A	19.80
162256	DNAJC28	0.00
162256	OCIAD1	9.18
162256	RNF125	35.96
162256	PTOV1	87.90
162256	PGRMC2	60.59
162256	S1PR5	100.00
162256	TUBGCP3	57.16
162256	CD2BP2	100.00
162256	BCO1	98.00
162256	CDIPT	100.00
162256	UBAC1	100.00
162256	COPS2	4.31
162256	TRIP13	81.92
162256	CFDP1	33.71
162256	SYT8	100.00
162256	KIR3DX1	40.91
162256	ACER1	100.00
162256	C19orf70	100.00
162256	RAB7A	79.67
162256	MANF	81.27
162256	SLMAP	23.79
162256	USP7	47.86
162256	PAPD5	43.78
162256	ARHGEF28	47.07
162256	RAB17	100.00
162256	RHBDF1	98.97
162256	ZSCAN31	74.34
162256	LINC01435	0.00
162256	PKNOX2-AS1	0.00
162256	LINC01461	0.00
162256	BMS1P22	0.00
162256	RAET1L	66.83
162256	LINC01487	0.00
162256	AMZ2P1	0.00
162256	MIR6871	100.00
162256	MIR6785	100.00
162256	MIR8059	0.00
162256	COL5A1-AS1	90.44
162256	C9orf106	100.00
162256	LINC00587	0.00
162256	CCL4L2	20.80
162256	LINC01366	0.00
162256	OR4C11	7.84
162256	OR4C16	52.06
162256	MDGA1	98.02
162256	HS6ST3	98.81
162256	ZNF648	100.00
162256	LINC00661	25.32
162256	RTKN2	11.82
162256	TBATA	100.00
162256	MIR4435-2HG	0.00
162256	LEO1	17.58
162256	TCP10	51.85
162256	KLHL35	100.00
162256	TCP1	20.43
162256	KCTD21	100.00
162256	ANTXRL	93.46
162256	IFT88	1.12
162256	PABPN1	79.39
162256	TLR4	26.78
162256	TLR3	47.73
162256	TLE4	77.43
162256	TLE3	97.85
162256	TLL2	99.17
162256	TLL1	34.81
162256	SEC62	10.46
162256	TLN1	95.51
162256	TLR2	40.42
162256	TLR1	38.33
162256	PTGES3L-AARSD1	88.91
162256	FZD9	99.38
162256	FAM13A-AS1	6.25
162256	GPRIN3	100.00
162256	LINC00403	0.00
162256	TMEM210	100.00
162256	TVP23A	85.95
162256	ZRANB2-AS2	0.00
162256	C18orf65	73.87
162256	OR4K14	96.50
162256	OR4L1	59.53
162256	FAM3D	99.08
162256	OR11H6	70.38
162256	LINC01538	0.00
162256	LINC00909	17.77
162256	SESTD1	0.00
162256	SULT1A4	0.00
162256	ARHGEF35	0.00
162256	ACBD4	96.70
162256	AP5M1	9.91
162256	BTF3L4	0.00
162256	RRN3P2	30.20
162256	MIR8086	0.00
162256	GSTTP2	13.20
162256	MIR16-2	0.00
162256	MIR16-1	0.00
162256	MIR18A	0.00
162256	MIR17	0.00
162256	MIR181B1	100.00
162256	MIR181A2	0.00
162256	MIR181C	100.00
162256	MIR181B2	100.00
162256	ZNF593	100.00
162256	MIR182	100.00
162256	ENAH	24.92
162256	LIX1L	68.06
162256	HEXIM2	100.00
162256	GOLGA6C	13.35
162256	GOLGA6D	18.65
162256	TBC1D3P1-DHX40P1	27.98
162256	LINC01080	0.00
162256	MINOS1	63.52
162256	MIR3619	100.00
162256	MIR3943	100.00
162256	MIR3937	71.55
162256	MIR3920	0.00
162256	MIR3655	100.00
162256	MIR3910-1	0.00
162256	MIR3909	100.00
162256	MIR3614	100.00
162256	MIR3650	100.00
162256	MIR3660	0.00
162256	MIR548AG2	45.94
162256	MIR4474	0.00
162256	MIR4780	100.00
162256	KRBOX1-AS1	0.00
162256	SDR9C7	100.00
162256	MIR4725	100.00
162256	RPL11	88.94
162256	RPL10	100.00
162256	RPL13	100.00
162256	RPL12	94.01
162256	RPL7A	82.29
162256	RPL9	28.48
162256	RPL8	97.69
162256	RPL17	18.60
162256	RPL15	66.84
162256	MIR7515	0.00
162256	DTD1	56.72
162256	TMED3	100.00
162256	ITGB3BP	1.74
162256	NOMO1	15.95
162256	C8orf34-AS1	11.96
162256	TDRD7	48.27
162256	LINC01289	0.00
162256	RYBP	57.53
162256	PPP1R42	0.00
162256	TMEM239	100.00
162256	NKAIN3	8.80
162256	ZNF230	27.03
162256	NPIPB4	0.00
162256	POT1	3.11
162256	C1orf43	77.99
162256	NDUFAF3	100.00
162256	RTTN	23.62
162256	THUMPD3	19.95
162256	ACSL3	14.85
162256	LINC01249	0.00
162256	OLFM5P	0.00
162256	TH2LCRR	18.20
162256	MIR3659	33.94
162256	ZNF236	82.71
162256	SPATA42	0.00
162256	ANKRD29	69.28
162256	CD99	28.47
162256	CIITA	100.00
162256	NLGN4Y-AS1	0.00
162256	CRABP1	99.33
162256	LCTL	63.35
162256	ID2	100.00
162256	ID3	100.00
162256	MRPL58	87.28
162256	ID1	100.00
162256	IRF8	100.00
162256	MARCH8	76.78
162256	CREBBP	95.87
162256	CEP170P1	29.73
162256	FAM91A1	2.93
162256	ATF2	5.72
162256	CREB1	31.24
162256	TRIM49D2	0.00
162256	LRRIQ4	58.74
162256	SAMD7	61.65
162256	ZNF432	0.00
162256	EIF5B	8.32
162256	CEP135	0.00
162256	LPIN2	80.07
162256	KIAA0430	78.04
162256	TUBA3FP	37.68
162256	SAFB2	78.64
162256	NR2C2AP	100.00
162256	NEDD8-MDP1	55.79
162256	DCAF12L2	100.00
162256	ARMCX5-GPRASP2	45.27
162256	KCNMA1-AS3	0.00
162256	FOLR1	100.00
162256	CLVS2	38.58
162256	TMEM255B	94.77
162256	THSD4-AS2	0.00
162256	SLC10A6	76.38
162256	HSD17B13	22.30
162256	CNTD1	52.39
162256	LCN15	100.00
162256	C9orf172	74.94
162256	LRRC26	100.00
162256	PPP4R4	6.84
162256	ANO8	84.48
162256	PRX	100.00
162256	PCDHB16	90.81
162256	SEMA4G	97.27
162256	SFMBT2	65.37
162256	KIAA1614	100.00
162256	ZNF529	1.38
162256	BCDIN3D-AS1	17.38
162256	INPP4A	90.66
162256	INS	100.00
162256	INPP5B	88.98
162256	INPP5A	90.48
162256	INPP5D	96.76
162256	INPPL1	99.67
162256	INSIG1	67.40
162256	DNAJB8	100.00
162256	KRTAP2-3	29.47
162256	CFAP58-AS1	0.00
162256	PIGO	100.00
162256	LINC01197	0.00
162256	ZNRF2	27.17
162256	OR2T34	92.45
162256	OR14C36	85.45
162256	OR2T12	24.15
162256	OR2M3	54.79
162256	MIR4773-2	0.00
162256	SKP1P2	31.71
162256	CCDC30	0.00
162256	RNF166	100.00
162256	HIST1H2BH	100.00
162256	HIST1H2BI	100.00
162256	HIST1H2BC	100.00
162256	HIST1H2BL	100.00
162256	ZMIZ1-AS1	0.00
162256	HIST1H2BM	100.00
162256	HIST1H2BF	100.00
162256	HIST1H2BO	100.00
162256	HIST2H2BE	100.00
162256	TENM3	67.89
162256	DOK4	100.00
162256	LMBR1L	98.21
162256	WDR11	41.26
162256	FAR2	23.22
162256	ZNF334	13.02
162256	POLR3E	96.64
162256	SLF2	19.90
162256	ISM2	92.88
162256	CEP128	21.67
162256	GSTO2	55.80
162256	SFR1	2.95
162256	CALHM3	100.00
162256	LINC00305	0.00
162256	HYAL2	100.00
162256	GALNT4	89.12
162256	JRKL	32.99
162256	CDC23	43.24
162256	DGAT1	96.70
162256	NTN4	78.96
162256	MESDC1	100.00
162256	ACE2	3.61
162256	EVA1C	71.69
162256	KCNAB1-AS1	0.00
162256	NUCB1-AS1	68.43
162256	PCDH9-AS3	0.00
162256	PCDH9-AS4	0.00
162256	KCTD7	98.80
162256	COX6A1	82.49
162256	HTR2A-AS1	0.00
162256	COX6A2	100.00
162256	PCYT1B-AS1	0.00
162256	RUVBL1-AS1	0.00
162256	CT47A3	0.00
162256	LINC00290	0.00
162256	OTUD7A	100.00
162256	GLCCI1	62.87
162256	TMEM150A	100.00
162256	LINC01087	0.00
162256	LINC01213	0.00
162256	CEACAM8	90.72
162256	CEACAM4	100.00
162256	LHX5-AS1	0.00
162256	LINC01177	0.00
162256	MIR4727	100.00
162256	CFTR	33.26
162256	CGA	46.48
162256	CGB3	32.19
162256	CEACAM3	92.15
162256	CEACAM7	87.82
162256	HTR3E-AS1	2.01
162256	IFI27L1	100.00
162256	FTCD	95.39
162256	MTHFS	84.96
162256	DRAP1	100.00
162256	MAB21L2	100.00
162256	TXNRD2	98.68
162256	COLEC10	49.99
162256	POMT1	92.68
162256	SORBS1	64.07
162256	IFITM2	100.00
162256	L1TD1	0.00
162256	RPL23AP82	0.00
162256	RAP2A	97.55
162256	NDUFS7	100.00
162256	SMS	32.36
162256	ZNF880	21.30
162256	EGFLAM-AS2	0.00
162256	MEIOB	0.00
162256	HSFY2	0.00
162256	SYNGR1	100.00
162256	SYNGR2	96.78
162256	ZG16B	100.00
162256	PRSS30P	56.38
162256	PAQR4	100.00
162256	NEMF	1.93
162256	HGS	100.00
162256	FZD3	30.56
162256	MIR4787	100.00
162256	MIR4741	100.00
162256	MIR4728	100.00
162256	MIR4699	0.00
162256	MIR4526	100.00
162256	MIR3689D1	100.00
162256	MIR4430	67.79
162256	MIR4501	0.00
162256	MIR499B	100.00
162256	MIR4507	0.00
162256	USP8	3.43
162256	CSPG5	87.66
162256	FCGR2C	78.69
162256	AVIL	88.64
162256	RRAGA	100.00
162256	DCTN6	20.99
162256	GNA13	84.92
162256	TNFSF13B	48.36
162256	TUSC5	100.00
162256	MTMR7	53.65
162256	CTBP2	94.64
162256	B3GNT2	85.21
162256	PLPPR2	100.00
162256	WDR13	100.00
162256	ARSK	8.04
162256	FAM81B	17.40
162256	MFSD1	33.84
162256	ACBD3	50.68
162256	METTL17	75.22
162256	SMAP2	63.73
162256	USP17L1	5.42
162256	LURAP1L	100.00
162256	YWHAEP1	25.06
162256	RGS7BP	54.43
162256	TMEM229A	100.00
162256	RARRES2	100.00
162256	FGD5P1	59.96
162256	TAT-AS1	0.00
162256	RNF19B	79.49
162256	HMGB4	90.36
162256	PLA2G4E-AS1	10.59
162256	MIR181A1HG	0.00
162256	TREX2	100.00
162256	DDX20	29.74
162256	AKAP11	14.59
162256	AKAP13	61.32
162256	AKAP2	97.40
162256	AKAP10	32.30
162256	FZD10	100.00
162256	IRAK3	25.11
162256	PROSC	74.22
162256	PRKAA2	38.53
162256	PRKAA1	14.13
162256	TSTD1	100.00
162256	NAV1	92.12
162256	PRKACB	3.54
162256	PRKACA	80.70
162256	PRKAB2	38.35
162256	PRKAB1	96.94
162256	PRKACG	100.00
162256	LINC00910	28.81
162256	OR2A1	42.04
162256	PDCL2	2.03
162256	PARD6G	95.86
162256	FAXC	72.63
162256	OR2A12	87.27
162256	MAP1LC3A	100.00
162256	TTN-AS1	56.41
162256	TMSB4X	70.96
162256	TMF1	14.83
162256	TMPO	31.28
162256	TMPRSS2	92.60
162256	UBE2I	100.00
162256	MEIOC	21.36
162256	TTLL6	97.04
162256	SPEF1	100.00
162256	RGMB	94.78
162256	LINC00491	0.00
162256	C17orf82	100.00
162256	YPEL2	86.50
162256	UBE2D1	6.61
162256	CERS3	21.00
162256	NAIF1	100.00
162256	MIR548G	0.00
162256	SENP5	35.11
162256	RAB6C	89.03
162256	FBXO30	47.16
162256	SLAIN1	51.63
162256	ZRANB3	15.63
162256	ENKD1	100.00
162256	NSRP1	5.55
162256	DGKK	22.97
162256	KIAA1644	100.00
162256	LINC00261	0.00
162256	GTF2IP4	0.00
162256	DGCR6L	98.87
162256	NEURL2	100.00
162256	KLF17	100.00
162256	ROMO1	100.00
162256	PRKCQ-AS1	0.00
162256	FER1L6-AS1	0.00
162256	LPP-AS2	0.00
162256	EHHADH-AS1	0.00
162256	MSI1	100.00
162256	P2RX5	100.00
162256	P2RX7	94.16
162256	P2RX3	100.00
162256	P2RX4	85.30
162256	P2RX1	100.00
162256	OXT	100.00
162256	OXTR	98.06
162256	OR11L1	76.81
162256	P2RY1	90.63
162256	ATP2A1-AS1	73.17
162256	TIGD3	100.00
162256	ZNF480	27.85
162256	OR1D4	89.66
162256	RPSAP9	0.00
162256	URAD	100.00
162256	GPR179	100.00
162256	LYPD8	100.00
162256	LINC00656	0.00
162256	ZNF534	33.98
162256	ENOSF1	77.62
162256	KLK15	99.63
162256	ZNF823	25.57
162256	SOX6	85.89
162256	PLXNA3	97.65
162256	HAUS7	93.70
162256	RASGEF1A	100.00
162256	SLC16A14	89.70
162256	LINC00471	22.63
162256	DNER	81.99
162256	OTOP2	100.00
162256	SPRR2G	100.00
162256	SPRR3	100.00
162256	SPRR2E	31.00
162256	SPRR2F	16.15
162256	SPRR2C	25.50
162256	SPRR2D	0.00
162256	SPRR2A	0.00
162256	SPRR2B	0.00
162256	SPTA1	65.82
162256	SPTAN1	90.83
162256	LDHB	16.78
162256	CCDC186	0.00
162256	SLC38A4	13.21
162256	SOBP	87.39
162256	MTHFD2P1	0.00
162256	MIR3127	100.00
162256	IFT57	28.49
162256	LDLR	100.00
162256	LDHC	0.00
162256	LDHAL6B	64.27
162256	BBIP1	0.00
162256	STPG3	100.00
162256	OR2T29	2.08
162256	NRARP	100.00
162256	SNHG6	0.00
162256	SLC35G5	56.47
162256	TMEM230	43.92
162256	RBP7	80.89
162256	FAM156A	0.00
162256	FAM83D	85.65
162256	METTL21C	78.56
162256	EEF1DP3	0.00
162256	LMF2	100.00
162256	CPLX3	100.00
162256	ANP32E	18.70
162256	NPS	0.00
162256	SLC26A8	54.65
162256	TMEM190	100.00
162256	HIPK4	100.00
162256	ZNF560	2.77
162256	PRSS53	100.00
162256	TMED4	100.00
162256	LINC00343	0.00
162256	HBZ	44.66
162256	SERPIND1	86.81
162256	HCCS	57.32
162256	HCK	92.39
162256	HCFC1	100.00
162256	HCLS1	96.16
162256	FABP5P3	17.82
162256	MIR550B1	100.00
162256	LINC00433	0.00
162256	DEFA11P	0.00
162256	TMEM163	75.99
162256	GTF2IP12	0.00
162256	AADACL2	20.30
162256	GPR149	60.01
162256	ACSBG2	92.30
162256	GLUL	100.00
162256	ZNF585A	25.23
162256	RPL23AP32	41.42
162256	PYCR1	100.00
162256	DCDC1	9.42
162256	RGMA	100.00
162256	PEX5	95.24
162256	SHD	100.00
162256	GTF2H5	0.00
162256	C14orf132	61.95
162256	WDR93	64.21
162256	PARP6	38.84
162256	CAB39L	21.02
162256	FGF12-AS3	0.00
162256	GRM5-AS1	14.05
162256	CXorf51B	0.00
162256	CHRM3-AS1	0.00
162256	MED14OS	82.24
162256	FGF12-AS1	0.00
162256	RERG-AS1	0.00
162256	ABCC5-AS1	0.00
162256	MAGI1-AS1	0.00
162256	PYGL	68.51
162256	FAM218A	100.00
162256	YIPF5	0.00
162256	FAM49A	47.76
162256	TFPI2	64.64
162256	PNPLA6	100.00
162256	BRD8	35.63
162256	MTMR11	76.97
162256	CABP5	92.95
162256	DHRS4	100.00
162256	TRAFD1	80.95
162256	TXNL4A	68.31
162256	BLCAP	100.00
162256	MAN1A2	28.30
162256	EPO	100.00
162256	FBXL21	13.23
162256	NMB	100.00
162256	PRICKLE2	95.23
162256	STX2	38.57
162256	EPHX1	100.00
162256	FKBP3	15.83
162256	FKBP2	100.00
162256	EPHX2	95.20
162256	CPEB1	75.94
162256	FKBP1AP1	24.53
162256	FKBP1B	100.00
162256	FKBP1A	88.93
162256	EPHB4	100.00
162256	EPHB6	100.00
162256	FKBP4	98.31
162256	WBSCR27	100.00
162256	GAGE12E	0.00
162256	GATSL2	7.50
162256	MCRIP1	100.00
162256	LACE1	22.39
162256	OR52W1	100.00
162256	CENPE	0.76
162256	CENPC	0.92
162256	OLFM2	86.11
162256	LGALS16	71.00
162256	ANGPT4	100.00
162256	CRLF3	9.86
162256	UCHL5	7.36
162256	ATRAID	70.16
162256	SNX7	13.13
162256	TMA7	80.85
162256	MRPS17	90.79
162256	POMP	2.67
162256	PUSL1	100.00
162256	HIST3H2A	100.00
162256	PITX3	100.00
162256	OFD1	25.81
162256	CETN2	21.61
162256	PPP2R2B-IT1	0.00
162256	HOXC-AS1	0.00
162256	HOXB-AS1	34.71
162256	HOXC-AS3	26.38
162256	HOXC-AS2	0.00
162256	HOXC13-AS	12.72
162256	CACNA1C-IT2	0.00
162256	PPTC7	55.17
162256	CCDC63	81.07
162256	ANKDD1B	48.63
162256	NEU4	100.00
162256	LHFPL3-AS2	0.00
162256	FBLN7	97.28
162256	C1orf204	83.77
162256	COCH	69.30
162256	HMMR-AS1	0.00
162256	TOR1AIP2	60.67
162256	GLT8D2	43.59
162256	TMCO5B	0.00
162256	LINC00408	0.00
162256	LINC01023	0.00
162256	ZNF397	32.44
162256	MIR6716	100.00
162256	PABPN1L	100.00
162256	ACTRT1	81.59
162256	LINC00304	0.00
162256	LINC00314	0.00
162256	NPIPA7	0.00
162256	CASC2	0.00
162256	MTERF2	13.44
162256	DCDC5	22.78
162256	ZDHHC24	100.00
162256	LINC00540	0.00
162256	LINC01279	0.00
162256	TICRR	68.58
162256	SPATA19	88.65
162256	TXN2	100.00
162256	SENCR	0.00
162256	HCG8	0.00
162256	INTS6-AS1	0.00
162256	CSNK1D	100.00
162256	WDFY3	38.93
162256	LINC00548	0.00
162256	SERTM1	97.30
162256	LINC00547	0.00
162256	TUSC8	0.00
162256	MIR424	0.00
162256	MIR425	100.00
162256	MIR422A	100.00
162256	MIR423	96.15
162256	MIR383	0.00
162256	MIR384	0.00
162256	MIR381	100.00
162256	MIR382	100.00
162256	GRN	100.00
162256	FAM230B	0.00
162256	RAD21L1	0.00
162256	SNAR-A14	0.00
162256	OR4K15	59.31
162256	HDGFL1	100.00
162256	MIR4451	97.36
162256	MIR4659A	0.00
162256	NRG1-IT1	0.00
162256	MIR4426	0.00
162256	LINC01381	0.00
162256	MIR548AI	0.00
162256	MIR4649	100.00
162256	MIR4435-2	100.00
162256	MIR4758	100.00
162256	MIR4677	0.00
162256	MIR4638	100.00
162256	SNORD115-1	100.00
162256	BLACE	28.42
162256	FBXO45	74.18
162256	SLC51A	86.79
162256	ZC3H10	100.00
162256	AGBL4	44.96
162256	RSPO3	12.31
162256	ORAI1	100.00
162256	PARP10	100.00
162256	SHC1	96.74
162256	SHBG	100.00
162256	SHB	100.00
162256	SHH	100.00
162256	FBXW4	96.53
162256	FOSL1	81.77
162256	FRG2EP	0.00
162256	NANOS2	100.00
162256	MYPOP	90.49
162256	PRSS3	88.82
162256	PRSS1	100.00
162256	LGMN	94.69
162256	FUT11	98.14
162256	MASP1	89.83
162256	RELN	52.90
162256	BISPR	0.65
162256	OR2W3	100.00
162256	OR2T3	100.00
162256	OR2T8	15.80
162256	XIRP1	99.49
162256	NLRP6	100.00
162256	MEGF10	80.53
162256	DNAJC25-GNG10	84.85
162256	GMIP	97.88
162256	SPATA4	23.31
162256	LINC00487	0.00
162256	LINC01376	0.00
162256	LINC00954	0.00
162256	TOP1	48.32
162256	TOP1P1	25.62
162256	TOP1P2	8.89
162256	TOP2A	16.33
162256	CFAP58	30.33
162256	APOM	99.04
162256	TOP2B	3.28
162256	MYLK-AS1	23.82
162256	ADCK5	100.00
162256	MIR29B2	0.00
162256	LINC00920	0.00
162256	ZNF542P	0.00
162256	NLRP4	87.86
162256	IFNGR2	85.40
162256	PSRC1	90.99
162256	ZNF582	15.67
162256	ZNF583	0.00
162256	SPSB2	100.00
162256	PRRC2B	100.00
162256	PLEKHA8	36.57
162256	IFNW1	79.43
162256	MIR3197	100.00
162256	MIR4258	100.00
162256	MIR4298	0.00
162256	MIR4299	0.00
162256	MIR4266	100.00
162256	MIR3198-1	100.00
162256	MIR4254	100.00
162256	MIR3163	0.00
162256	SPIN4	90.39
162256	MIR4278	0.00
162256	MIR3199-2	0.00
162256	MIR1260B	100.00
162256	MIR3134	0.00
162256	MIR3130-1	0.00
162256	MIR3151	100.00
162256	MIR3175	100.00
162256	MIR4267	100.00
162256	MIR4257	100.00
162256	MIR4262	100.00
162256	TSSC4	100.00
162256	SSBP3-AS1	21.74
162256	RP9P	11.27
162256	NRCAM	42.32
162256	SLC11A2	52.26
162256	NRAP	75.40
162256	NRAS	52.13
162256	OR4N2	83.61
162256	NRDC	24.58
162256	NRF1	86.95
162256	SFTA2	100.00
162256	C5AR2	100.00
162256	GPR78	100.00
162256	HAO2	68.42
162256	MANSC4	20.22
162256	SLC32A1	100.00
162256	MLLT10P1	0.00
162256	NKAIN4	98.13
162256	HSD17B11	20.24
162256	HSD17B14	100.00
162256	NAGPA	100.00
162256	TUBD1	14.70
162256	TUBE1	7.68
162256	LEF1	49.47
162256	PLEKHO1	99.92
162256	LINC00411	0.00
162256	LINC00423	0.00
162256	LINC00434	0.00
162256	KIAA1211L	96.07
162256	PIPSL	78.60
162256	ADGRF1	61.89
162256	LBX2-AS1	18.25
162256	SNAI3-AS1	0.00
162256	UPP2	29.21
162256	ALX3	95.24
162256	CSNK2A2	51.93
162256	KLHDC10	20.57
162256	MAPKBP1	99.38
162256	CSNK1A1	19.78
162256	PLCH1	52.97
162256	CSNK2A1	42.74
162256	CSNK1G3	7.06
162256	CSNK1G2	100.00
162256	CSNK1E	100.00
162256	GRIA3	43.89
162256	GRIA4	37.96
162256	GRIA1	96.83
162256	GRIA2	34.74
162256	NRG4	0.00
162256	GRIK1	58.37
162256	GRID1	100.00
162256	GRID2	47.45
162256	GRIK2	51.62
162256	GRIK3	100.00
162256	FANK1	84.93
162256	FAM65A	100.00
162256	C2orf47	49.67
162256	PABPC1	42.95
162256	AP3M1	17.87
162256	SEC22A	19.51
162256	MSTO2P	56.14
162256	LINC00684	0.00
162256	STX19	0.00
162256	PIM3	100.00
162256	CD101	88.37
162256	STOML1	100.00
162256	SLC22A13	100.00
162256	CIAO1	98.25
162256	TGFBRAP1	85.02
162256	HS6ST1	91.48
